"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","32.80","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.20","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","24.10","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","23.45","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","25.15","B","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","24.85","B","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","25.30","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.10","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.55","B","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","25.85","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.80","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","28.35","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.05","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.10","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","25.25","C","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","19.70","B","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","23.25","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","23.10","B","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","30.95","B","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","25.40","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","27.95","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","29.15","B","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","25.10","B","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","28.60","B","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","27.40","B","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","28.30","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 to 119 days","Average offered hourly wage","Dollars","81","units","0","v1230840168","10.3.45.5","30.40","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","26.55","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.55","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","23.60","B","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","26.95","B","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","22.30","A","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.25","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.55","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.30","B","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","26.25","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.85","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","28.75","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","25.15","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","120 days or more","Average offered hourly wage","Dollars","81","units","0","v1230849856","10.3.46.5","24.80","A","","","2"
"2015-01","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.95","E","","","2"
"2015-04","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","33.75","A","","","2"
"2015-07","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","34.65","A","","","2"
"2015-10","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.90","A","","","2"
"2016-01","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","31.30","A","","","2"
"2016-04","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.85","A","","","2"
"2016-07","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.20","A","","","2"
"2016-10","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.40","A","","","2"
"2017-01","Alberta","2016A000248","Natural and applied sciences and related occupations [2]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105337707","10.4.23.5","32.15","A","","","2"
